Company_name,Company_size,Description,Img_Url,Industry,Job_function,Job_type,Location,Salary,Title,apply_link
Centennial Homes,51 to 200 Employees,"*** Call 605-626-1900 or go to our location at 1010 S 26th St. for an application today! Join the Centennial family and start your career today!! Job Description Class A CDL Driver/Setup Tech Minimum Requirements: Delivery and installation of manufactured and modular homes to the customer's job site. - Must have a Class A CDL - Must be 21 years of age or older and possess a clean driving record - Must pass background and drug screening - Must be able to travel 2-4 nights per week - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills ie: construction related background. *Benefits: -Competitive pay-Medical insurance-Dental and Vision insurance-Life insurance,- Paid Vacation and Sick leave,- Paid Holidays,- Paid Training- 401k- Clothing Allowance- Flex Cafeteria Plan Job Type: Full-time Schedule: Experience: License: Work Location: Trucking freight handling: Type of Freight: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: car hauler ltl driver food grade tanker driver independent contractor heavy haul truck driver dump truck driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,owner operator,Full-time,"Bismarck, ND",,CDL Class A Driver/Setup Tech,"https://www.glassdoor.com/job-listing/cdl-class-a-driver-setup-tech-centennial-homes-JV_IC1156224_KO0,29_KE30,46.htm?jl=3760976691&pos=110&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2ce15e9&cb=1613039426535&jobListingId=3760976691&ctt=1613039427947"
Wendy's / COS,N/A,"Job Type: Full-time Pay: $13.50 - $15.50 per hour Experience: Work authorization: Additional Compensation: Benefits: Work Remotely: managing partner bar manager food manager food service manager restaurant supervisor director of restaurant operations Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,restaurant manager,Full-time,"Bismarck, ND",,Restaurant Manager,https://Nowhiring.com/WCS
Midnite Express,N/A,"Drivers can earn up to $.60 per mile to start , based out of our terminal in West Fargo, ND, is looking for qualified   can earn up to $.60 per mile to start with GREAT Incentive Program. Midnite Express has been in business for over 30 years and has consistent long-term relationships with our customers, outstanding service by professional drivers, consistent miles and generous home time. Or call with Questions 1-800-726-8639 Recruiting Job Type: Full-time Pay: Up to $0.60 per mile Benefits: Schedule: Supplemental Pay: Trucking Route: License/Certification: Work Remotely: car hauler ltl driver independent contractor heavy haul truck driver food grade tanker driver dump truck driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,owner operator,Full-time,"Bismarck, ND",,Class A CDL Truck Drivers - OTR Drivers & Owner Operators,https://www.midniteexpressdrivers.com/?utm_source=GearUp_indeed_allcities&utm_medium=cpc&utm_campaign=indeed
"Lighthouse Commodities, LLC",N/A,"Lighthouse Commodities, LLC (LHC) has extensive commodity trading and risk management experience across grain production, cattle feeding, and commodity processing industries. Since 2015, LHC has leveraged this experience to bring professional risk management, hedging and merchandising services to our farm clients. Lighthouse Commodities, LLC is seeking an established Accountant to fill a new role. This role will be responsible for assisting the CFO by performing various grain accounting duties. KEY RESPONSIBILITIES · Preparing accurate and timely producer grain settlements · Requesting and matching destination grain settlements · Creating and maintaining commodity discount schedules as needed · Freight Invoice Processing · AP/AR entry of commodity purchases and sales and general business expenses · Assisting with Accounts Receivable collections and credit application processing · Responding to Client settlement and payment questions and other reporting requests · Performing daily balancing of the Daily Position Report (DPR) and other risk/position reports · Assisting with month-end and year-end accounting functions KEY SKILLS and STRENGTHS · Experience with commodity accounting systems and software · Experience with Accounts Payable and Accounts Receivable · Proficiency in Microsoft Office suite · Remarkable attention to detail and commitment to accuracy · Ability to work independently, in a high stress environment and effectively manage multiple priorities and tasks simultaneously Work schedule will primarily be normal daytime business hours, Monday through Friday, with additional hours required as needed. Associates degree in Accounting · Bachelor’s Degree in Accounting · 3+ years of relevant work experience with a grain or commodity company · Understanding of commodity grain accounting processes Job Type: Full-time Pay: $60,000.00 - $65,000.00 per hour Benefits: Schedule: Supplemental Pay: Work Location: Job Duties: This Company Describes Its Culture as: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: audit senior book keeper tax preparer assistant controller staff auditor tax analyst Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,accountant,Full-time,"Bismarck, ND",,Accountant,"https://www.glassdoor.com/job-listing/accountant-lighthouse-commodities-JV_IC1156224_KO0,10_KE11,33.htm?jl=3801561397&pos=112&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b96d8adc&cb=1613039426536&jobListingId=3801561397&ctt=1613039427796"
Midnite Express,N/A,"Drivers can earn up to $.60 per mile to start , based out of our terminal in West Fargo, ND, is looking for qualified   can earn up to $.60 per mile to start with GREAT Incentive Program. Midnite Express has been in business for over 30 years and has consistent long-term relationships with our customers, outstanding service by professional drivers, consistent miles and generous home time. Or call with Questions 1-800-726-8639 Recruiting Job Type: Full-time Pay: Up to $0.60 per mile Benefits: Schedule: Supplemental Pay: Trucking Route: License/Certification: Work Remotely: car hauler ltl driver food grade tanker driver independent contractor heavy haul truck driver dump truck driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,owner operator,Full-time,"Bismarck, ND",,Class A CDL Truck Drivers - OTR Drivers & Owner Operators,https://www.midniteexpressdrivers.com/?utm_source=GearUp_indeed_allcities&utm_medium=cpc&utm_campaign=indeed
Prairie Sinus Ear & Allergy P.C.,N/A,"“Re-define healthcare! Can do attitudes carry self starters at progressive company to benefit patients here. Competitive wage & benefits.” We are seeking NURSING OR MEDICAL ASSISTANT STAFF to join our team in a multi-faceted role, as we re-define healthcare in Bismarck. : Company address: 3000 North 14th St 3rd Floor Bismarck, N.D. Telephone inquiries will be redirected to web applications through Indeed. Job Type: Full-time Pay: $33,937.00 - $64,000.00 per year Benefits: Medical Specialty: Schedule: Supplemental Pay: COVID-19 considerations: Covid-19 enhanced protective environment in place including air sanitization, patient screening, and remote advanced intake. License/Certification: Company's website: Benefit Conditions: Work Remotely: COVID-19 Precaution(s): assistant nurse manager rn lactation consultant licenced vocational nurse nurse residency program licensed vocational nurse assisted living administrator Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,registered nurse,Full-time,"Bismarck, ND",,NURSE / RN / LPN / CERTIFIED MEDICAL ASSISTANT,"https://www.glassdoor.com/job-listing/nurse-rn-lpn-certified-medical-assistant-prairie-sinus-ear-allergy-pc-JV_IC1156224_KO0,40_KE41,69.htm?jl=3784903301&pos=111&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_48324ac9&cb=1613039426536&jobListingId=3784903301&ctt=1613039427731"
Confidential,N/A,"Must be self-motivated, highly organized, and professional. Must have a proven track record of successfully working in a senior living environment. Must be able to work closely with your management team alongside with our residents. Must be experienced with Microsoft Office and web-based systems. We offer an excellent salary benefit package including bonuses. Job Type: Full-time Pay: $0.00 per year Benefits: Schedule: Paid Training: This Company Describes Its Culture as: Company's website: Work Remotely: senior director business development senior business development manager regionale business development manager vice president business development director of business development executive director business development Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,sales manager,Full-time,"Bismarck, ND",,Director of Sales,"https://www.glassdoor.com/job-listing/director-of-sales-confidential-JV_IC1156224_KO0,17_KE18,30.htm?jl=3675293609&pos=127&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_c274f620&cb=1613039426540&jobListingId=3675293609&ctt=1613039459145"
Missouri Valley Montessori Preschool,N/A,"Preference will be given to an individual who currently holds an Early or Elementary Education Teaching License. The Substitute position will be as needed. Hours will may range from 8:00 am to 5:30 pm. The Substitute will work alongside an Assistant Teacher in a classroom of 19 preschoolers. The Substitute will be responsible to carry out lesson plans. Minimum hourly rate of $15.00 Job Types: Full-time, Temporary Employment Length: preschool teacher instructional aide elementary teacher elementary school teacher teacher assistant teacher elementary school Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,substitute teacher,Full-time,"Bismarck, ND",,Substitute Teacher,"https://www.glassdoor.com/job-listing/substitute-teacher-missouri-valley-montessori-preschool-JV_IC1156224_KO0,18_KE19,55.htm?jl=3661425103&pos=125&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_100d288e&cb=1613039426539&jobListingId=3661425103&ctt=1613039459169"
Centennial Homes,51 to 200 Employees,"Finish Carpenter and Warranty Tech Responsibilities include: Complete the final finish/inspection and final walk through with the customer of a manufactured or modular home that is delivered to the customer's job site. Complete all warranty work on the home. Minimum Requirements - Must have construction background and be skilled in tape and texturing of drywall - Must possess a clean driving record - Must pass background screening and a drug screening -Must be able to travel 4-5 days per week. - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills. Benefits: We recognize people as our most valuable asset. Our compensation offers a competitive pay and a great benefits package which includes 401K, medical and available dental insurance, life insurance, Flex Cafeteria Plan, paid sick leave, clothing allowance, paid company holidays, job training programs, paid vacations and training. For more information check out our website @ www.careersatcentennialhomes.com Job Type: Full-time Benefits: Experience: Location: License: Required travel: Work Location: Typical start time: Typical end time: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: construction superintendent cabinet maker Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,carpenter,Full-time,"Bismarck, ND",,Finish Carpenter/Warranty Technician,"https://www.glassdoor.com/job-listing/finish-carpenter-warranty-technician-centennial-homes-JV_IC1156224_KO0,36_KE37,53.htm?jl=3674753679&pos=128&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_85052d88&cb=1613039426540&jobListingId=3674753679&ctt=1613039459116"
Country Financial,1001 to 5000 Employees,"Description Qualifications experienced sales representative insurance sales representative claims adjuster insurance manager insurance producer insurance adjuster Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/17480/country-financial-squarelogo-1605199598800.png,Insurance,insurance sales agent,Full-time,"Bismarck, ND",,Insurance Agent,https://countryfinancial.avature.net/careers/JobDetail/Bismarck-North-Dakota-United-States-Insurance-Agent/313?source=Indeed
